id,Speech to Text,Video Intelligence api,Company,Upload date,Before,After,Target
T6IZmIkJia4,,"['dish', 'food', 'television advertisement']",cumberland farms,05-04-19,39,38,-0.025317807984289897
T6yhOm1oiEc,,"['car', 'motor vehicle', 'vehicle', 'land vehicle']",Ford,19-03-19,62,63,0.015748356968139112
t8e8GEn7u7Q,,"['tree', 'plant', 'nature']",ecosia,15-01-18,20,13,-0.40546510810816444
TATSIRNswUU,,['text'],dupixent,11-03-19,72,83,0.14035735769492244
TbvYNdoRWQo,,[],honey coupons,04-04-19,15,19,0.22314355131420976
tc-ohOsAlQw,,"['cuisine', 'eating', 'television advertisement', 'meal', 'dish', 'food']",zantacotc,11-04-19,0,0,0.0
tc5QTEHI2RI,,[],samsung galaxy 10,07-03-19,89,74,-0.1823215567939546
tCWWFC-TeoY,,['song'],converse,08-04-19,81,77,-0.05001042057466142
tdpw6qmM8zs,,['trailer'],ancestry,15-04-19,47,45,-0.04255961441879589
TG67gLb19yc,,"['monochrome', 'graphic design', 'black and white', 'black', 'text', 'graphics', 'font', 'logo']",apple,28-03-19,59,49,-0.1823215567939546
TGhvu6gA2ZE,,"['food', 'television advertisement', 'cooking']",oscarmayer,11-02-19,46,48,0.04167269640056808
TifC9ZbcQ0k,,['room'],bhphotovideo,16-01-19,41,41,0.0
tLkqaw4mmQs,,"['motor vehicle', 'land vehicle', 'nature', 'television advertisement', 'trailer', 'car', 'vehicle']",mazda,11-04-19,92,91,-0.010810916104215617
tM25wmU0MZw,,"['mobile phone', 'mobile device', 'smartphone']",tiktok,15-04-19,92,98,0.06252035698133393
TNwK6nLtz94,,[],grammarly,19-11-18,86,53,-0.4769240720903093
to-bDNrMnW4,,"['mobile device', 'mobile phone', 'smartphone']",apple,21-03-19,50,59,0.16251892949777494
toscUZo1jGE,,['web page'],honey coupons,21-03-19,10,15,0.3746934494414107
tovgs7Nnhlc,,['television advertisement'],hulu,04-04-19,73,75,0.026668247082161273
Tq3MEn9aiOo,,[],nrcc,23-03-18,0,91,4.5217885770490405
Tt5JV9O6jXU,,['games'],Game of thrones games,11-03-19,13,16,0.1941560144409574
Tvc4JmWI4Ko,,"['mobile phone', 'computer program', 'software', 'text', 'multimedia', 'logo']",monday,14-05-18,4,5,0.1823215567939546
TwbzAIVY8nI,,"['motor vehicle', 'land vehicle', 'television advertisement', 'car', 'vehicle']",cadillac,21-02-19,88,96,0.08607460877124298
tXOTJtxe88c,,"['motor vehicle', 'land vehicle', 'luxury vehicle', 'sport utility vehicle', 'nissan', 'car', 'vehicle']",2019 Nissan Rogue,11-04-19,82,90,0.09201889872025219
Ty5iPN2O8Fk,,['black and white'],wsj,20-03-19,72,83,0.14035735769492244
tZhQMyZx7N0,,"['glass', 'motor vehicle', 'brand', 'land vehicle', 'windshield', 'automotive exterior', 'car', 'vehicle']",thelastcoat,09-04-19,45,83,0.6021754023542185
TzqL3lzIDvg,,[],samsung galaxy 10,07-03-19,89,74,-0.1823215567939546
tZYEskfJ--k,,"['foundation', 'eye shadow', 'rouge', 'cosmetics', 'powder', 'mascara', 'concealer', 'mac cosmetics', 'eyes lips face']",Becca Cosmetics,01-03-19,0,0,0.0
u2LIQnmY-C0,,"['sports', 'race track', 'motorsport', 'racing', 'car', 'auto racing', 'vehicle']",geico,05-04-19,89,84,-0.05715841383994864
u85VcUkeBsE,,"['yogurt', 'food', 'dairy product']",icelandic provisions,03-06-18,64,79,0.20763936477824455
UAaCepuEJQ8,,[],impeach trump,02-10-18,11,16,0.3483066942682158
UB4c7KSdx4k,,"['ten pin bowling', 'sports', 'ballroom dance', 'the arts', 'performing arts', 'dancer', 'bowling pin', 'bowling', 'performance', 'dance']",geico,10-01-19,93,100,0.0718257345712556
UbAjaCfs6W8,,"['video game', 'trailer']",Adobe Creative Cloud,13-03-19,12,61,1.5621850275835547
UBvIw6tmpnE,,['watch'],apple,09-04-19,49,47,-0.040821994520255166
uECBpMcp42s,,"['swimming pool', 'leisure', 'nature']",geico,24-09-18,83,84,0.011834457647002798
UfVpoI5ksag,,[],google products,28-03-19,32,31,-0.03077165866675366
UHNNnQR-VhQ,,[],boostmobile,18-04-19,64,72,0.11607217125275403
UidFzGI2J04,,[],Etrade,09-04-19,97,88,-0.09633110893843207
uIWw_HHYC60,,"['pet', 'dog', 'puppy', 'animal']",bissell,24-01-19,46,43,-0.0659579677917974
UJ0IiyYDgUE,,"['presentation', 'paper', 'writing', 'document', 'handwriting', 'text', 'font']",ascend nutritionals,02-11-18,0,11,2.4849066497880004
UJ2z8sxU334,,"['television advertisement', 'trailer']",Jack Link's Beef Jerky,13-02-19,76,98,0.25131442828090617
ulNup-U6xbc,,[],roomba i7,17-04-19,9,12,0.26236426446749106
ULUmsaz4aeM,,"['monochrome', 'black and white', 'black', 'film noir', 'monochrome photography', 'white', 'photography']",GQ,10-03-19,44,35,-0.2231435513142097
umyNYBvzQE4,,[],chuckknowsbeef,26-02-19,0,0,0.0
uqDuJ67-M_4,,['television advertisement'],allegra,31-03-19,31,97,1.1192315758708453
UquGFo6jfzw,,"['motor vehicle', 'outdoor power equipment', 'lawn mower', 'mower', 'lawn', 'car', 'vehicle']",toro,18-04-19,75,87,0.14660347419187544
US8Uc1--VIY,,"['bathroom', 'furniture', 'logo', 'room']",paintzen,04-02-19,22,22,0.0
utYKc3CNGZ8,,['trailer'],visitdubai,27-03-19,77,55,-0.3313571359544425
uwieag1Gp10,,[],wikibuy,15-11-18,25,79,1.1239300966523995
uxZrMFJsRqM,,"['monochrome', 'song', 'black and white', 'black', 'monochrome photography', 'film noir']",Logan Mize,01-06-18,43,48,0.10763066419236536
uzMeEvS596A,,['trailer'],discovery,08-04-19,88,97,0.09633110893843211
V-QG-V8Ro6w,,[],Federation for American Immigration Reform,26-08-16,31,30,-0.0317486983145803
V2JJJQGpWvg,,"['cuisine', 'diet', 'eating', 'meal', 'dish', 'food', 'recipe', 'lunch', 'cooking', 'vegetarian food', 'vegetable']",sunbasket,11-04-19,0,0,0.0
V5Fl-xheqPs,,"['text', 'font']",apple,15-04-19,47,46,-0.02105340919783238
V7dhnKaGeUg,,[],grammarly,16-11-18,86,53,-0.4769240720903093
VAYPpvXxvd8,,"['text', 'font']",apple,12-04-19,47,46,-0.02105340919783238
vbUm7TDhjFg,,['television advertisement'],glad press,17-04-19,51,21,-0.8602012652231115
vFC9Vk2LEu4,,"['leisure', 'vacation', 'television advertisement', 'nature']",autozone,24-02-19,82,87,0.058496206681608626
vfySl25Edgg,,[],Vudu,10-04-19,46,52,0.12014431184206321
Viqs-TMIMqQ,,"['mobile device', 'gadget', 'mobile phone', 'iphone', 'smartphone', 'telephone', 'apple', 'feature phone', 'consumer electronics', 'communication device', 'portable communications device']",apple,14-04-19,47,46,-0.02105340919783238
VIwApkStDd8,,[],adidas,24-01-19,43,51,0.16705408466316624
VkwBZCBKmj4,,"['text', 'brand', 'font', 'graphic design']",J. C. Penney,16-04-19,32,35,0.08701137698962969
VL4qqsHUWx4,,['television advertisement'],downy Unstopables,08-04-19,50,52,0.03846628082779614
vL5FXdWhMlY,,[],University of New England,08-04-19,61,83,0.303682413798222
VRTuWkM42go,,[],grammarly,26-03-19,82,81,-0.01212136053234485
vSKpZCkb6_M,,"['motor vehicle', 'land vehicle', 'sports', 'car', 'motocross', 'motorcycle', 'motorcycling', 'motorcycle racing', 'racing', 'vehicle', 'motorsport', 'off roading']",kawasaki,01-04-19,89,85,-0.04546237407675729
vtq3OU0ZYMY,,['retail'],Dicks,02-04-19,41,43,0.04652001563489291
VYWfhTWE-Sw,,['song'],grammarly,09-01-19,38,70,0.5991182309116689
vZ5qjw0WfGY,,[],homecoming,16-04-19,11,29,0.9162907318741551
W-cPpsj2wBQ,,[],geico,27-02-18,94,99,0.05129329438755048
w7ia_13_yXM,,['food'],I Can't Believe It's Not Butter!,22-02-19,62,66,0.061557892999433365
wa3NlcNSb1o,,"['property', 'furniture', 'home']",cologuard,19-03-19,58,60,0.03333642026759171
Wchdp5sbxUY,,"['motor vehicle', 'land vehicle', 'trailer', 'car', 'truck', 'vehicle']",ramtrucks,10-04-19,95,92,-0.0317486983145803
wck4ENXjWkM,,"['chicken meat', 'dish', 'food', 'pork', 'recipe', 'cookware and bakeware', 'cooking', 'meat']",National Pork board,27-09-17,33,25,-0.2682639865946794
WcY27pkmZ_w,,['infant'],google products,29-03-19,32,31,-0.03077165866675366
WD9nbqYsgCg,,['cosmetics'],wetnwildbeauty,25-02-19,0,31,3.4657359027997265
weL0nyqFk-w,,"['mobile device', 'gadget', 'mobile phone', 'smartphone']",redfin,15-03-19,82,85,0.03550668845690982
wELwe21Fg9A,,"['shoe', 'footwear', 'fashion', 'song']",skechers,11-12-18,34,41,0.1823215567939546
WEUUvntknTI,,"['crowd', 'performance', 'people', 'song']",jason aldean,12-04-19,100,40,-0.9015484501369516
wGidm3wJJ34,,"['television program', 'film', 'trailer']",longshot,12-04-19,86,100,0.14921239818667575
WHbMg5NJFnY,,"['underwater', 'animal']",Jack Link's Beef Jerky,16-04-19,72,59,-0.1961148789262905
wiFrUgiYzYE,,['bicycle'],usaa,31-03-19,93,95,0.021053409197832263
WiLqAWw561E,,"['trailer', 'television advertisement', 'television program']",trutv,21-03-19,6,100,2.6692103677859462
wIvQb1SxuFA,,[],apple,11-04-19,47,46,-0.02105340919783238
wi_tJ_CC0qY,,"['motor vehicle', 'television advertisement', 'food', 'car', 'vehicle']",Jimmy John's,18-03-19,88,94,0.06524052186840094
WJDwukQJoVs,,"['hair', 'cover version', 'singing', 'song']",DestinyRogersVEVO,11-04-19,54,87,0.47000362924573563
WKdYRjOCrMs,,['waterway'],Lurenet,08-04-19,77,39,-0.6678293725756556
wKYpswtK9bM,,"['dish', 'food', 'pork', 'recipe', 'cooking', 'meat']",National Pork board,27-09-17,33,25,-0.2682639865946794
WlckO1WTHKQ,,[],Jack Link's Beef Jerky,13-02-19,76,98,0.25131442828090617
Wm3hF0hmCZw,,"['mobile device', 'electronic device', 'gadget', 'mobile phone', 'iphone', 'smartphone', 'telephone', 'apple', 'consumer electronics', 'communication device', 'portable communications device']",apple,21-03-19,50,59,0.16251892949777494
WOYWKPa5_3U,,"['infant', 'family']",laird superfood,20-12-17,31,53,0.5232481437645479
wQ2uVrSqkr0,,"['animation', 'graphic design', 'illustration', 'games', 'play']",adaptedmind,19-04-19,0,0,0.0
wqaVWQlK8lc,,"['gymnastics', 'sports']",beatsbydre,15-04-19,31,29,-0.06453852113757118
WvPJTdd-AqM,,[],walkme,20-03-18,78,79,0.012578782206860185
WXwRKGQvslc,,['toy'],target,31-03-19,34,34,0.0
WZw14AZF2fQ,,['text'],apple,11-04-19,47,46,-0.02105340919783238
X-Ckg-4jc_o,,"['sandwich', 'cheeseburger', 'breakfast sandwich', 'fast food', 'television advertisement', ""mcdonald's"", 'food', 'cheese', 'hamburger', 'junk food']",mcdonalds,01-04-19,66,64,-0.030305349495328922
X8GHzOWdrYs,,"['tourism', 'hotel', ""bird's eye view"", 'aerial photography', 'resort', 'building']",Grand Velas Riviera Nayarit,12-09-18,10,33,1.128465251817791
xaBrKGH6XHY,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'consumer electronics', 'communication device']",apple,28-03-19,59,49,-0.1823215567939546
xCPq6ZyauuQ,,['trailer'],synchronybank,12-04-19,74,75,0.013245226750020723
xD-dw8Q36C8,,"['motor vehicle', 'land vehicle', 'sport utility vehicle', 'car', 'honda', 'logo', 'vehicle']",honda passport,14-04-19,68,70,0.028573372444055948
xFLbQaVRmCc,,[],grammarly,20-11-18,53,88,0.49965232316786545
Xiy2oEnXe0U,,"['brand', 'presentation', 'company', 'business']",wikibuy,02-08-18,22,21,-0.04445176257083381
xLI98bdiWC4,,"['monochrome', 'brand', 'graphic design', 'black and white', 'black', 'text', 'graphics', 'font', 'logo']",apple,28-03-19,59,49,-0.1823215567939546
xmlZIaAFHKM,,['television advertisement'],southwest,17-04-19,64,62,-0.031252543504104426
xNAgS2se2oQ,,[],nytimes,13-12-18,51,53,0.03774032798284711
XnBr2lO0Ms8,,['cosmetics'],clinique,29-03-19,92,79,-0.15057285847937432
XniR5aa6uZQ,,"['summer', 'leisure']",groupon,15-02-18,67,67,0.0
XojC23F6oE8,,"['crowd', 'pedestrian', 'sports']",geico,22-02-19,94,99,0.05129329438755048
XP5VPRpJbZE,,"['winter', 'motor vehicle', 'land vehicle', 'sports', 'car', 'tree', 'snow', 'vehicle']",Ford,01-03-19,60,60,0.0
xVsXJCl76zM,,[],impeach trump,26-09-18,16,11,-0.3483066942682157
Xwt-_ADyiZU,,[],calvinklein,04-04-19,52,51,-0.019048194970694474
y0bOGDwBU3Q,,"['presentation', 'whiteboard', 'public speaking', 'writing', 'education', 'lecture', 'text', 'mathematics']",Phil Pustejovsky,15-08-16,53,40,-0.2754119798599665
YDxB4CDElWs,,"['motor vehicle', 'land vehicle', 'road', 'motorcycle', 'motorcycling', 'car', 'vehicle']",harley davidson,02-01-19,47,42,-0.11000089521432846
yElBaF97tWc,,"['text', 'font', 'logo', 'song']",wework,26-03-19,67,77,0.13720112151348496
YFo0VtzymvI,,"['television advertisement', 'room']",Love Beauty and Planet,20-04-18,100,96,-0.040409538337876666
yGX994qFOdI,,"['games', 'gameplay', 'role-playing video game', 'trailer', 'video game', 'pc game']",guardians of ember,20-03-19,14,44,1.0986122886681098
yhB_gL5JCXQ,,"['presentation', 'conversation', 'business']",kensington,11-12-18,46,42,-0.08894748601649617
yiKsIBdRASI,,"['food', 'pork', 'recipe', 'meat', 'cooking']",National Pork board,27-09-17,33,25,-0.2682639865946794
YiV3XSYoEtY,,"['ice skating', 'hockey puck', 'winter sport', 'ice hockey', 'sports', 'games', 'defenseman', 'hockey', 'ice hockey position', 'player', 'crowd', 'team sport', 'audience', 'ball game', 'sport venue', 'ice rink', 'skating']",geico,14-01-19,100,98,-0.020000666706669543
yjzkYOEC8pE,,[],roomba i7,17-04-19,9,12,0.26236426446749106
ylof6YYQoqs,,"['baseball', 'baseball park', 'sports', 'games', 'video game console', 'playstation 4', 'player', 'baseball field', 'video game', 'team sport', 'bat and ball games', 'ball game', 'baseball positions', 'baseball player', 'sport venue', 'stadium', 'playstation']",sony playstation,08-04-19,36,43,0.17327172127403678
yNlE3p8ERaI,,"['mobile device', 'electronic device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'consumer electronics', 'portable communications device', 'communication device', 'iphone']",apple,21-03-19,50,59,0.16251892949777494
yPxvI7aSnfM,,"['tank', 'combat vehicle', 'real-time strategy', 'battle', 'games', 'gameplay', 'combat', 'action game', 'strategy video game', 'video game', 'world of tanks', 'pc game', 'soil', 'war', 'vehicle', 'weapon']",desert order,03-03-19,60,91,0.410914712875729
YsIcyJJBdGA,,"['sneakers', ""nike' inc."", 'shoe', 'athletic shoe', 'foot', 'fashion', 'footwear']",skechers,01-04-19,53,71,0.28768207245178085
YsWZtSRWINU,,[],sensodyne,09-01-19,83,91,0.09097177820572679
YTGhyyPFytI,,"['animation', 'text', 'clip art', 'illustration']",adultswim,07-04-19,47,0,-3.871201010907891
YvZi6XIDrq8,,"['nature', 'sea', 'coast', 'aerial photography', 'headland']",cabotlinks,10-04-19,10,35,1.1856236656577395
yxGdtn6PxZI,,"['motor vehicle', 'land vehicle', 'automobile repair shop', 'car', 'vehicle']",carvana,09-04-19,83,84,0.011834457647002798
Yx_Fd709lw0,,['television advertisement'],Dove Deodorant wipes,05-04-19,70,47,-0.39147886613342453
yycdbXoPD24,,"['wilderness', 'nature']",Canada,24-09-18,75,73,-0.026668247082161294
YYerqJAudMw,,"['television advertisement', 'transport']",oldnavy,09-04-19,36,40,0.10265415406008337
z0aDa7pkgDo,,"['mobile device', 'netbook', 'electronic device', 'tablet computer', 'gadget', 'personal computer', 'laptop', 'consumer electronics']",apple,11-04-19,47,46,-0.02105340919783238
z39AT7oz0nA,,['mobile device'],apple,11-04-19,47,46,-0.02105340919783238
z6eVGdK2pDs,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'apple', 'feature phone', 'consumer electronics', 'portable communications device', 'communication device', 'iphone']",apple,14-04-19,47,46,-0.02105340919783238
zADj0k0waFY,,['presentation'],grammarly,11-02-19,88,82,-0.06979576193554198
ZAwNB3qofrg,,"['television advertisement', 'animal', 'owl']",xyzal,12-03-19,37,47,0.2336148511815051
ZcivhFnIBo0,,"['games', 'gameplay', 'video game']",Risk of Rain 2,04-04-19,1,100,3.9219733362813143
Zhcm-vjmJUs,,"['mobile device', 'gadget', 'mobile phone', 'iphone', 'smartphone', 'telephone', 'apple', 'feature phone', 'consumer electronics', 'communication device', 'portable communications device']",apple,14-04-19,47,46,-0.02105340919783238
zhTIuCtTWP0,,['presentation'],Grammerly,14-02-19,77,100,0.25841169015166776
ZIh78E_EuEc,,[],whitehouseblackmarket,27-02-19,62,45,-0.3144933299024377
zJqeFGy7-SU,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'consumer electronics', 'communication device', 'iphone']",apple,21-03-19,50,59,0.16251892949777494
Zk4OFOA-wfI,,[],cumberland farms,05-04-19,39,38,-0.025317807984289897
zkP_VJYvD5A,,['sports'],expedia,19-02-19,87,87,0.0
zNaZaM6VxNc,,[],stitchfix,11-03-19,0,0,0.0
ZPMORX02czc,,"['chocolate bar', 'food', 'chocolate']",hersheys,01-02-19,45,57,0.23180161405732438
zSIgeW-Q_8Y,,"['motor vehicle', 'land vehicle', 'television advertisement', 'car', 'vehicle']",toyota,08-04-19,91,91,0.0
ZSkr10C0zws,,"['television advertisement', 'animal']",expedia,02-01-19,82,88,0.06979576193554192
ZV9T-_NQvh0,,"['motor vehicle', 'land vehicle', 'bumper', 'windshield', 'tire', 'family car', 'automotive tire', 'car', 'hood', 'sports car', 'automotive exterior', 'luxury vehicle', 'rim', 'vehicle']",deals torquedetail,09-04-19,41,53,0.25131442828090617
zV_U2Q1_RbU,,"['mobile device', 'presentation', 'gadget', 'mobile phone', 'smartphone', 'communication device']",grammarly,14-02-19,82,85,0.03550668845690982
zwk1R-tmQxg,,"['military', 'army', 'troop', 'soldier', 'war']",geico,24-02-19,94,99,0.05129329438755048
zwPl4IMMDNo,,"['graphics', 'logo']",vudu,26-03-19,61,61,0.0
ZYo7avOYQsM,,"['computer hardware', 'personal computer', 'display device', 'consumer electronics', 'electronics']",dell,15-03-19,72,68,-0.056352936551131744
_2E_GuhxYJQ,,"['food', 'vehicle', 'television advertisement']",snickers tumblr,11-03-19,32,44,0.31015492830383945
_5ZI4trjpQY,,"['car', 'vehicle']",farmers,31-03-19,39,63,0.47000362924573563
_axnJ24JgrM,,"['games', 'gameplay', 'action game', 'visual effects', 'trailer', 'video game', 'comics']",mortal kombat 11,08-04-19,59,62,0.04879016416943204
_FfGc6yJBNA,,['television advertisement'],oldnavy,16-04-19,40,44,0.09309042306601203
_jf0b6iizeE,,"['frozen', 'the walt disney company', 'television advertisement', 'anna', 'toy']",Finder Keeper Candy,05-02-19,0,0,0.0
_Lu7FeOkHtw,,"['games', 'video game', 'trailer']",frostpunkgame,12-04-19,12,9,-0.262364264467491
_pQLZh1KEWU,,"['plant', 'garden']",ortho groundclear,17-04-19,100,20,-1.5705980791178364
_R4bfZC-DDA,,"['dish', 'food', 'recipe', 'cooking', 'vegetable']",sunbasket,11-04-19,0,0,0.0
_tS8ZE7WSF0,,['logo'],marriott,28-03-19,86,86,0.0
_Xbw0ctSOXs,,"['television advertisement', 'dog', 'animal', 'lawn', 'pet', 'lawn mower']",flonase,14-04-19,95,87,-0.08701137698962981
_yj-hjzql3I,,[],grammarly,27-02-19,85,94,0.09952959534703307
